File Path: C:\Users\Lab User\Desktop\Will\Thesis Tests\Test Run 9 04-8-22 15 25 28 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Flexure (3-Point Bend) - Will 1
Test Run: Test Run 9
Date: 4/8/2022 3:23:26 PM


Crosshead 	Load 	Time 
mm	N	sec
4.88281237664978E-05	5.9859561920166	0.0199999995529652
4.88281237664978E-05	5.8922643661499	0.0399999991059303
9.76562475329956E-05	5.85176563262939	0.0599999986588955
9.76562475329956E-05	5.99146270751953	0.0799999982118607
9.76562475329956E-05	5.97936773300171	0.100000001490116
9.76562475329956E-05	5.93080759048462	0.119999997317791
0.000146484381957634	5.96213102340698	0.140000000596046
0.000146484381957634	5.82074975967407	0.159999996423721
0.000146484381957634	6.03815650939941	0.180000007152557
0.000195312495065991	6.07293796539307	0.200000002980232
0.000195312495065991	5.99928569793701	0.219999998807907
0.000195312495065991	5.97573041915894	0.239999994635582
0.000244140636596057	5.85771369934082	0.259999990463257
0.000244140636596057	6.06837606430054	0.280000001192093
0.000292968763915269	6.19894027709961	0.300000011920929
0.000292968763915269	6.03930854797363	0.319999992847443
0.000341796862812771	6.11488962173462	0.340000003576279
0.000390624990131982	6.04928922653198	0.360000014305115
0.000390624990131982	6.16114091873169	0.379999995231628
0.000439453117451194	6.30310964584351	0.400000005960464
0.000488281273192115	6.22404050827026	0.419999986886978
0.000488281273192115	6.36338758468628	0.439999997615814
0.000537109372089617	6.28101539611816	0.46000000834465
0.000585937527830538	6.41551303863525	0.479999989271164
0.00063476562672804	6.61692333221436	0.5
0.000683593725625542	6.64792823791504	0.519999980926514
0.000732421881366463	6.64340400695801	0.540000021457672
0.000781249980263965	6.6444034576416	0.560000002384186
0.000830078136004886	6.75073099136353	0.579999983310699
0.000878906234902388	7.00046157836914	0.600000023841858
0.000927734390643309	7.04977464675903	0.620000004768372
0.00097656254638423	7.05049419403076	0.639999985694885
0.00102539058843831	7.03493022918701	0.660000026226044
0.00107421874417923	7.19875860214233	0.680000007152557
0.00112304689992015	7.27635478973389	0.699999988079071
0.00117187505566108	7.40298509597778	0.720000028610229
0.00122070309771516	7.39298725128174	0.740000009536743
0.00126953125345608	7.50369310379028	0.759999990463257
0.00126953125345608	7.67339944839478	0.779999971389771
0.001318359409197	7.68239068984985	0.800000011920929
0.00136718745125108	7.80833387374878	0.819999992847443
0.001416015606992	7.87190294265747	0.839999973773956
0.00146484376273293	7.81066989898682	0.860000014305115
0.00151367191847385	7.98831748962402	0.879999995231628
0.00156249996052793	8.06744575500488	0.899999976158142
0.00161132811626885	8.24723243713379	0.920000016689301
0.00166015627200977	8.1312313079834	0.939999997615814
