File Path: C:\Users\Lab User\Desktop\Will\Thesis Tests\Test Run 3 04-8-22 14 45 16 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Flexure (3-Point Bend) - Will 1
Test Run: Test Run 3
Date: 4/8/2022 2:21:31 PM


Crosshead 	Load 	Time 
mm	N	sec
4.88281237664978E-05	4.32615947723389	0.0199999995529652
9.76562475329956E-05	4.25754690170288	0.0399999991059303
0.000146484381957634	4.27962923049927	0.0599999986588955
0.000146484381957634	4.31978988647461	0.0799999982118607
0.000146484381957634	4.44582748413086	0.100000001490116
0.000146484381957634	4.33556365966797	0.119999997317791
0.000195312495065991	4.31294727325439	0.140000000596046
0.000195312495065991	4.23357009887695	0.159999996423721
0.000244140636596057	4.3576865196228	0.180000007152557
0.000244140636596057	4.41082000732422	0.200000002980232
0.000292968763915269	4.36088418960571	0.219999998807907
0.000292968763915269	4.30808734893799	0.239999994635582
0.000341796862812771	4.34117984771729	0.259999990463257
0.000390624990131982	4.47675895690918	0.280000001192093
0.000390624990131982	4.51835680007935	0.300000011920929
0.000439453117451194	4.5023717880249	0.319999992847443
0.000488281273192115	4.38355255126953	0.340000003576279
0.000537109372089617	4.37286615371704	0.360000014305115
0.000585937527830538	4.53106355667114	0.379999995231628
0.00063476562672804	4.6645393371582	0.400000005960464
0.000683593725625542	4.6197361946106	0.419999986886978
0.000732421881366463	4.56793117523193	0.439999997615814
0.000732421881366463	4.56476736068726	0.46000000834465
0.000781249980263965	4.71242618560791	0.479999989271164
0.000830078136004886	4.79452276229858	0.5
0.000878906234902388	4.74024391174316	0.519999980926514
0.000927734390643309	4.74209213256836	0.540000021457672
0.00097656254638423	4.64638185501099	0.560000002384186
0.00102539058843831	4.8047251701355	0.579999983310699
0.00107421874417923	4.80527400970459	0.600000023841858
0.00112304689992015	4.87726306915283	0.620000004768372
0.00112304689992015	4.86849355697632	0.639999985694885
0.00117187505566108	4.79939794540405	0.660000026226044
0.00122070309771516	4.8520712852478	0.680000007152557
0.00126953125345608	5.02737379074097	0.699999988079071
0.001318359409197	5.03732538223267	0.720000028610229
0.00136718745125108	5.01218557357788	0.740000009536743
0.001416015606992	4.91944026947021	0.759999990463257
0.00146484376273293	5.12334394454956	0.779999971389771
0.00151367191847385	5.21681118011475	0.800000011920929
0.00156249996052793	5.13090372085571	0.819999992847443
0.00161132811626885	5.04757118225098	0.839999973773956
0.00161132811626885	5.0219202041626	0.860000014305115
0.00166015627200977	5.16778135299683	0.879999995231628
0.00170898442775069	5.20073699951172	0.899999976158142
0.00175781246980478	5.21450805664063	0.920000016689301
0.0018066406255457	5.13825368881226	0.939999997615814
0.00185546878128662	5.13655805587769	0.959999978542328
0.0019042968233407	5.15833520889282	0.980000019073486
0.00195312509276846	5.33481550216675	1
0.00195312509276846	5.39007377624512	1.01999998092651
0.00200195313482254	5.31453275680542	1.03999996185303
0.00205078117687663	5.27823686599731	1.05999994277954
0.00209960944630438	5.32021331787109	1.08000004291534
0.00214843748835847	5.44596338272095	1.10000002384186
0.00219726553041255	5.49499654769897	1.12000000476837
0.00224609379984031	5.41383934020996	1.13999998569489
0.00224609379984031	5.34067010879517	1.1599999666214
0.00229492184189439	5.41328907012939	1.17999994754791
0.00234375011132215	5.5158429145813	1.20000004768372
0.00239257815337623	5.65690851211548	1.22000002861023
0.00244140619543032	5.51629781723022	1.24000000953674
0.00244140619543032	5.43109941482544	1.25999999046326
0.00249023446485808	5.62043809890747	1.27999997138977
0.00253906250691216	5.68918609619141	1.29999995231628
0.00258789054896624	5.68620109558105	1.32000005245209
0.002636718818394	5.59250593185425	1.3400000333786
0.002636718818394	5.54098081588745	1.36000001430511
0.00268554686044808	5.67967748641968	1.37999999523163
0.00273437490250217	5.67669153213501	1.39999997615814
0.00278320317192993	5.7537989616394	1.41999995708466
0.00283203121398401	5.83904409408569	1.44000005722046
0.00288085948341177	5.71969127655029	1.46000003814697
0.00288085948341177	5.78256273269653	1.48000001907349
0.00292968752546585	5.87287569046021	1.5
0.00297851556751993	5.90797662734985	1.51999998092651
0.00297851556751993	5.89121198654175	1.53999996185303
0.00302734383694769	5.77953672409058	1.55999994277954
0.00307617187900178	5.82259178161621	1.58000004291534
0.00312499992105586	5.89967584609985	1.60000002384186
0.00317382819048362	5.97767400741577	1.62000000476837
0.0032226562325377	5.92419385910034	1.63999998569489
0.00327148427459178	5.88505744934082	1.6599999666214
0.00327148427459178	5.97683238983154	1.67999994754791
0.00332031254401954	6.06491851806641	1.70000004768372
0.00336914058607363	6.05212497711182	1.72000002861023
0.00341796885550139	6.11647462844849	1.74000000953674
0.00341796885550139	6.01885080337524	1.75999999046326
0.00346679689755547	6.06079769134521	1.77999997138977
0.00351562493960955	6.21697187423706	1.79999995231628
0.00356445320903731	6.16159868240356	1.82000005245209
0.00361328125109139	6.20211839675903	1.8400000333786
0.00366210929314548	6.18992042541504	1.86000001430511
0.00366210929314548	6.14589500427246	1.87999999523163
0.00371093756257324	6.25244235992432	1.89999997615814
0.00375976560462732	6.31650876998901	1.91999995708466
0.0038085936466814	6.27916288375854	1.94000005722046
0.00385742168873549	6.2453784942627	1.96000003814697
0.00385742168873549	6.22119474411011	1.98000001907349
0.00390625018553692	6.34183073043823	2
